	comment	label
2008606	난 7개인가	0
2013359	형 오늘 울팀 람머스가 던지길래 온갖 욕 다박았는데 어떤친구 어머니였어 아들하고 놀고싶어서 롤 연습중이었었데 일단 사과는 드렸는데 내 잘못이야 아니면 솔랭에서 연습중인 어머니 잘못이야	0
2009580	일베 최대손실이다 진심	0
2007820	좌절하지않는 너의마인드에 정말 존경한다	0
2000482	안먹던 종류 육류먹을때 알레르기 반응 나타나는경우 많음	0
2003516	백수인것보단 낫지	0
2028522	의사 부족한거 다 뻥이라니까 정부 구라가 바로 밝혀졌음	1
2030352	시발 힘내라	1
2026439	아 그래서 너나 일게이 한텐 안대준다고 시바알	1
2020944	심심하다 볼께 없네	0
2029323	헐 게이야 힘내라 이기	1
2028573	와시발 살맛이 나겠나 저거	1
2022490	선 넘는 댓글 기사로 보고옴잘못한 것만 비판해라 좀	0
2016479	한도초과 왜케웃겨ㅋㅋ	0
2021009	넷플릭스에 상표권 침해관련 제보했습니다 늘 그래왔듯 이겨내라 그리고 강해져라	0
2014073	귀멸의칼날 주인공이랑 지주들 다 죽더라	0
2009134	안할꺼잖아	0
2024550	또 뭔 개소리야 이 개병신새끼는어머니세대니깐 남자화장실 쳐들어와서 화장실써도 된단소리냐 씨발년아	1
2005894	와힘내라유뷰	0
2015136	8개윌후 복귀 ㅋ	0
2020326	옛 이야기 개미와 배짱이는 정말 잘못된 정보를 알려준다 개미가 여름내내 땀을 뻘뻘 흘리며 일을 하여 겨울에 따뜻하고 배부르게 음식을 먹는다고 해도 개미는 그저 개미일 뿐이다 마찬가지로 서폿유저는 그저 그의 한가지 도구에 불과할 뿐이다ㅡ쥐의 도구 제 5장 2절ㅡ	0
2018287	제시가 요즘 마음에 든다	0
2007483	누나랑 젠가 한 만화 모르노 ㅋㅋㅋ 일베 역사상 최단기간 2만베	0
2026356	ㅋㅋ 이새끼 유흥충이랑 다른게뭔지	1
2027439	도망쳐라게이야	1
2010087	멋있다 후아	0
2018630	지금 보니까 이때시절의 엔조이커플은 엄청 수수하고 풋풋한거 같아여 핫도그 몰카는 라라님이 너무 귀엽고 모기몰카는 민뚜님이 너무 귀여우신거 같아요 글구 모든 영상 빠짐없이 항상 재밌어요	0
2020764	솔직히 이사건보고 느낀게 아무리 이뻐도 당당한게 최고구나싶다 ㅡ	0
2010493	헤헤하아아안젓가락만 집어서 냠 ㅋㅋ	0
2023174	김신영은 사실 온전히 불똥이튀어서 그렇다기보다는 원래 인성논란이 있었는데	0
2026468	네 맞아요 하지만 가족처럼 도와주지 않죠왜냐 가족이 아니니깐가족이었으면 어떻게든 데려가서 목욕시키고 도와줬겠죠호로새끼나 가족들 다 버리고 먹고 살 생각이 있는 사람이 아니라면마찬가지입니다자기 딸이 아니니깐 저러죠노숙자나 길거리에 쓰러진 사람을 자기 가족처럼 대하진 않죠그런 사람들에게 까지 가족처럼 대하라는건 너무 황당합니다마찬가지로 자기 딸이 아니니 저렇게 하는 겁니다자기 딸이 라면 하지 않았겠죠	1
2027735	사촌 누나 이야기 한 거냐 와 ㅆㅂ 난 읽어도 대충 뭔 씹소리지 지누나 이야기 인가 했는데 니 대단하다	1
2024816	일침당해서 찍소리도못하네 븅신이 앞으로 생각하고 써라 대가리는폼이냐 존나웃기네ㅋㅋ	1
2003755	능지처참만이 답이다	0
2000291	이런게 일베지 ㅇㅂㅋㅋ	0
2029353	엌ㅋㅋ 게이얔ㅋㅋ	1
2007707	일베애들 고소해라 힘내라	0
2000695	니나 손잡아	0
2026817	쎅쓰	1
2007188	만베진짜 오랫만에 본다 힘내라 이기야	0
2012663	막플 감사합니다	0
2007793	하루도 안돼서 2만베 돌파해버리네 ㅋ일베라도 마이 묵어라	0
2012297	유감입니다	0
2021617	말없이 고독한 싸움을 해온 초아좌초아가 터뜨리면 그냥 쐐기 박아버리는건데	0
2027636	무단횡단 빼고는 없는뎅 심지어 무단횡단도 한국에선 안하고 중국에선 무단횡단안하면 길어떻게 건너가 닉하고 쓴글보니까 일베에서 분탕질하는 홍어새끼같은데 김대중개새끼 장노도애미뒤진ㅂ지로똥싸는 개걸레년	1
2005800	니글보고 참 재밌었는데 안타깝다 힘내서 지금처럼 긍정적으로 살길 바람 ㅇㅂ로 대신한다 빨리나아라	0
2026121	일베새끼들 아니여도 저리말할 꼬인인성가진새끼들이한두마린가 초딩인시점부터 저리될운명임	1
2021423	돈도 억대로 벌탠데 뭐가 그렇게 욕심이 많아서 뭐가 그렇게 아쉬워서 뒷광고 받냐 ㅋㅋㅋ	0
2009919	역대 1위다 ㄷㄷ 3만베 ㄷㄷ	0
2009099	와내인생에3만베를보다니	0
2005136	ㅋㅋ하다하다 이제 원숭이한테 무시받는 놈도 나오네	0
2021389	데티가 지환이 카팟시절 모르나보네 ㅋㅋㅋ 아프리카 전자녀에 깜짝놀랄 지환이는 아니지 ㅋㅋ	0
2026631	일베충이 잘못했네 ㅎㅎ 커엽노 ㅎ 오빠가 사탕사줄까	1
2019701	애초에 지민이 자체가 랩 실력이 없는데 2등까지 올려주는 건 너무 과분한거지 그리고 양아치중에 상 양아치인데 인성도 제대로 갖추지도 않았으면서 무슨 음악과 랩을 한다는 건지 제시가 사람을 제대로 먼저 알아본거지	0
2012797	ㅋㅋ밴처먹고 씩씩거리면서 또 눈팅하러 왔겠지 ㅋ 이거 보고 또 피꺼솟하고 있을거 생각하면 꿀잼 ㅋㅋ	0
2012813	소드년 아웃여시년 아웃	0
2022761	그래서 더 이상 안돌아오실꺼죠	0
2003289	암베가 주작하노	0
2004551	미시간이 아니라 앤아버겠지 미시간은 개잡대고	0
2016706	왜그랬을까 지민아 생각도 진심 안해봤지누구나 강자앞에선 아무말못하고 자기보다 약자에겐 강했겠지만 넌 좀 심해	0
2019783	양팡님 옛날에 좋아하고 꽤 믿었는데ㅎ 요즘 뒤통수치는 유튜버들이 참 많네요 이제부터 유튜버들 믿을수나 있을런지 실망감 엄청 느끼고 가네요ㅎ 다신 만나는일 없도록해용	0
2024188	키야 이새끼 ㅆㅅㅌㅊ 저격수네	1
2030120	ㅅㅂ놈 니놈글 보며 웃는데 또 슬프다 ㅠㅠ난 몸뚱이가 멀쩡해도 무기력에 우울증 걸렸는데 너보니 내가 노무 부끄럽다화이팅	1
2011342	모든 일 잘풀리게 해주세요	0
2001607	응 내가 한국에서도 엄청 놀러 다녔는데일본은 넘사임 오히려 한국은 홈그라운드인데도 ㅋㅋㅋ	0
2030095	시발ㅜㅜ 얼굴은 괜찮냐	1
2001363	너한테 아무도 신경 안쓴다니까	0
2012173	마지막 댓글	0
2011624	4만베 ㅁㅊ다	0
2030799	게이야 힘내라 ㅠㅠ	1
2021249	담부터안오겠습니다ㅋㅋ	0
2024151	응 니애미 그러면서 지는 운마 노숙자라고 비하하는 말을 닉으로 달고 선비인 척하고 자빠지셨네요 너같이 말이랑 행동 다른새끼들은 니 애미 손잡고 운지나 했음 좋겠습니다	1
2017575	잉 1등	0
2019481	아니 이거 인스타에서 본건데 제시가 이거보고 이거 완죤 미췬년이네 음성지원 된다고 ㅋㅋ	0
2004584	올바른 녀성	0
2010439	부캐동원4ㅈㅎ	0
2020596	와동갑인데 이렇게 다르다니 보고서 현타와서 와 열심히 살아랴지 했는데한 1분만에 귀찮아서 그냥 누워서 영상보고 있음ㅎ	0
2024599	좆되던 말던 올리고욕 먹기 시작하니깐 후회하고 1차원적인 새끼들	1
2003574	더럽고 냄새나는 곳 가고 싶으면 차라리 푸세식 화장실 가라	0
2022603	성공하는 사람들의 공통점은 박진영씨나 정지훈씨처럼 구독과 팔로우 을 외치더라도 완벽한 결과물을 얻기위한 저 욕심 노력 열정 그리고 집념ㅋ 완벽을 추구하기에 주위에선 피곤할지 몰라도 인 나로써도 충분히 이해가는 저 두 사람들 작은것들 하나까지도 디테일하게 최선을 다하는 두사람들 너무 잘 어울리고 여전히 멋진 1등들 대박나시길 구독하고가요	0
2027313	아군인 듯 적군 아닌 아군 같은 메갈	1
2012097	아 내가 막플이다	0
2027759	40대초도 임신확률있지 ㅂㅅ아	1
2008032	100댓글 지났냐	0
2006868	사랑했다	0
2007757	200베 찍었노이깈ㅋㅋ	0
2013945	229 왼쪽 아래 비록 짤렸지만 예쁘다	0
2013156	100점만점 23점 ㅋㅋ157	0
2007849	죽지 않은게 어디냐아직도 할일이 많을꺼다 힘내라	0
2008857	28000배 가자	0
2022978	근데 진짜 궁금해서 그러는건데 지민은 저기 왜 끼여있어ㅋㅋㅋ	0
2030767	시발 눈물 나잖냐 힘내라	1
2025609	피켓 존나 웃기노 ㅋㅋ 거침없다 이기야 ㅋㅋ	1
2002163	나도 우종창 기자 좋아하지만 뉴데일리 기사로 팩트라고 홍석현 공격 했다가는 뼈도 못추리지 ㅋㅋㅋ	0
2018522	주디 저분 진짜 주디처럼 생기셔서 너무 귀여우세요 교통경찰직 추천입니다	0
2005377	울었다 ㅠㅠ	0
2023581	난 부산 사는데도 얘가 누군지도 몰랐음 유트브에서 간간히 보이긴 했는데 구독자 수가 많긴하네 근데 왜 구독함 이뻐서 한건가 그냥 동네에 있을 평범한 외모인데 아님 다른 매력이 있던건가 뭐 여튼 지금은 그딴 거짓된 매력도 음흉하고 교활함에 탈로나서 그동안의 수익만 챙겨서 잘살겠지	0
2006340	ㅠㅠ 힘내라 이기야	0
2017391	이제 방송 안해요	0
2028291	입 후장 질내에 들어갔을 경우에 항체가 생성되는 거임	1
2007808	니글보고 많이 웃었었는데 안타깝다 ㅇㅂ	0
2008470	올비 부심 ㄷㄷ하노	0
2008668	하 언조비 아니다 살아서 다행이다 몸조리잘하고 힘내라	0
2029483	하느님 씨발 애미터진새끼야 진짜너무하는거아니냐	1
2004358	당대 일본의 이념적 상징이 욱일기였으니까 대정익찬회는 불과 5년만 존속한 상징인데 무슨 수로 이념적 표상으로서 나치와 같은지 설명 좀 대정익찬회가 보조이고 이미 일본 군부한테 국가가 먹혀있었음 나치당이 군부인채로 나라를 먹은거임 사회 구조가 달랐으니 사후적으로 창설된 대정익찬회가 아니라 전범 문제에 관해 그들이 스스로 내세운 이념적 표상인 욱일기가 대상이 된 것 국방군은 말그대로 군대였지만 일본 군부는 스스로 이념을 가진 정치집단으로서의 책임이 있다	0
2029374	노무노무 맘이 아프다 슨타크 덕에 많이 웃고했는데 뭔가 내지인이 다친것같노 힘내서 나중에 한손으로 만들어서 만베가자	1
2022900	근데 새삼 느끼는데 김희철 정말 사람보는 눈이 좋은거같다인성이 아무래도 눈에 보였겠지 솔직히 진짜 초아 그자체였는데초아 빠지고나서 난 노래도 잘 안찾아봤던거같음 ㅠ	0
2030827	인생은 노무쿤인네일베인더스트리가 왜 이래됐노 이기야ㅜㅜ	1
2002818	일베는 원래 이렇단 말입니다	0
2003462	미카코 이자랄 ㄴㄴ	0
2022706	그동안 수고했다 ㅋㅋ	0
2003330	동물원지원해놓고 키워본동물있냐 물어볼때 수의대생이라 이것저것 다 다룰줄안다그러면 무적권 합격 가느으으으응	0
2001402	너 인제대동아대생이지부산경남권 마지노선은 부경해양대임 해양대밑엔 그냥 밥먹으러학교오는애들	0
2011966	5일이야 48시간아님	0
2023800	342초 니도 왜그런지 모르겠어요	0
2024103	구독이 내려와 하는 순간 나도 모르게 구독과 좋아요를 눌렀습니다이건 불가항력	0
2004298	막지어내지마라	0
2018381	제시언니	0
2002577	야 어디든 그런다 똑똑한 척 그만해라배아프면 급에 맞는 수준에서 저렇게 놀면되는거지생각이 어쩜 저렇게 이분법적일까어류	0
2024986	알았어 병신아 그만 깝치고 딸딸이나쳐 ㅋㅋ	1
2021161	다들 이상한게 김신영이 호감 이었던 적은 있었나 난 첨 나올때부터 진짜 개별로 였는데 주라주라로 자꾸 나와서 맨날 채널돌림 그냥 뿜어지는 아우라 자체가 별로임	0
2018264	제시가 맞는말 했네ㅋ지보다 쎈 제시한테는 말 한마디 못하고순한 멤버들 드잡이하는 인성ㅆㄹㄱ	0
2019192	진짜로 궁금한게 가족들은 다 푸마 뒷광고 영상인지 몰랐다고 했는데 갑자기 금지가 왜 푸마로 들어가자고 한거에요 이해가 안돼요	0
2013553	ㅋㅋ제시 대박이네ㄷㄷ	0
2009669	힘내라 진짜 안타깝노	0
2006391	수능 잘치게 해주세요	0
2009236	3만베는 처음보네 ㅋㅋㅋ	0
2008617	뭐올렸는데	0
2011277	4만 3천베가 마지노선이라고 예상한다	0
2016606	형 로 은행털자	0
2010089	내가 4년동안 일베하면서 로그인도 잘 안하는데처음으로 일베줌부처멘탈 한 수 배우고 갑니다	0
2013749	ㅇㅇ 그래서 제시는 눈누난나	0
2009382	ㅁㅍㅁㅍ	0
2026877	역시 민도는 짱깨나 한국이나 차이가 없구나	1
2027033	목줄채우고 존나 돌려	1
2009545	댓글 잘 안달지만 힘내라	0
2008931	성지순례하고 간다 이기야	0
2024642	어휴 집 밖에 나가봐야 알지 ㅅㅂ	1
2002250	조선에서 돌아다닐때랑 별차이없음	0
2017158	이건 지코랑 최자도 잘못했네	0
2003689	혹시 공단에 가보거나 직접 사업을 해본적있는가알바공고사이트만 가도 월 250인거 보이지않나2교대 12시간이라 그렇다고 그게 불만인가탱자탱자 군대 다녀오고 아무것도 안하고 술먹고 놀고그리고 기술직도 품질관리만 따도 연봉 3000은 기본으로 번다노오오력이 부족하다는 말이 괜히 나온게 아니다	0
2001397	전라도좌파 둘중 하나다	0
2028493	바퀴벌레의 저주다이기 게이야ㅜㅜ	1
2018453	조의영역 쟤 태조 아니냐 멸망전 나왔던	0
2023738	내로남불하는거 개역겹네	0
2001173	ㅋㅋㅋ근데 남자나 여자나 한국년이나 일본년나 바람은 어쩔 수 없을듯 맨날 똑같은 음식만 먹고살 수 없는것 처럼	0
2027348	동영상김치년앙망전화녹음본고소장법판결다음후기에 하나라도 빠지면 부캐동원령선포 씹민주화준다	1
2002790	저정도라도 ㅅㅌㅊ다	0
2010892	조금만 더 밀어붙이면 이깁니다	0
2004089	자필로 쓴거 있어요 ㅠ	0
2020439	오자마자 웃기고 존잼인걸 예상해서 나중에 볼 영상에 바로 저장했어요ㅁ	0
2026947	찍지도 않았는데 같이 코피터지는 나는 머꼬 씨부랄꺼	1
2007097	힘내라 슨 더레전드 타크	0
2026406	언제적 씹소리 주작을 지금와서 지랄하고있냐	1
2010647	복싱장갑보소 ㅋㅋ	0
2020961	썸네일이 스폰데요	0
2010529	일베수 보소 ㅋㅋ	0
2009777	힘내라 좋은일만 가득하길	0
2029587	시발놈아 다음 ㅇㅂ 글 준비해라	1
2006619	2만베가라	0
2030024	나 이 게이 싫어했어벌레들 잔인하게 죽이는거 보고 싫어했다고 그래도 이렇게 되면 안되잖아	1
2010314	4만베 가자 이기야	0
2028830	ㅋㅋ 네다유 ㅂㅅ	1
2030192	주작하지마 새끼야 제발	1
2003198	일베충들은 이지메 당하고 애비한테 칼빵때려맞아 뒤지는 인생 확정	0
2001841	양양가서 틴더돌리면되냐 ㅋㅋ 친구들이랑 강랜갓다가 바람쐬러 잠깐 갓는데 ㅋㅋ 걍 다들 서핑만 하던데 ㅋㅋ	0
2007636	다시 놀러왔다힘내라멘탈은 정말 강해보여서 존경스럽네힘내	0
2015112	621 13분이면 저렇게 안해도 금방 먹지	0
2000103	편의점 여자알바가 만약에 수지닮은 20대여자애면 어쩔거냐	0
2023118	김신영 착해보였는데소름이네	0
2015869	343 귀여우십니닼ㅋㅋ	0
2025065	어느날 배를 한번차고 그냥 폭행죄로 들어가라 그게낫다	1
2014758	034 지민 표정	0
2030007	ㄷㄷ 그랑조게이가	1
2016104	ㅋㅋ산이 웃으면서 아니꼬운거 다 드러내네	0
2017281	이번 기회에 황해도를 먹자	0
2017079	이 영상으로도 평생 먹고살수잇것다	0
2005657	내 포인트 다 주고싶다 ㅠㅠ	0
2007855	주작하지마라 장애등급3급 ㅈㄹ하네 ㅋ 저정도면 당빠1급이다	0
2017928	저런인간은 어른취급 안해도 됩니다 그냥 쓰레기 취급해야함 어른다워야 어른인거죠	0
2003493	그러게 파업만 하지 대체 왜 국시응시를 안한거야 의대생들은 이용만 당했네	0
2015147	집에 가지모아	0
2014028	1838기다리다가 나 죽겟다 죽여	0
2008635	3만배 가자 ㅋㅋ	0
2002622	아휴 ㅡㅡ	0
2021941	방종하고 유튜브 영상 업로드라니 5252 좋았다구랄 방송켜라	0
2005276	벌레고문하다 저래됫노	0
2018936	지용이가 콘서트에서 팬들 집에 가는 거 아쉬워 하니까 집에 가지마 불러줬는데 진짜 그것도 레전든데ㅜㅜ	0
2003887	표현이 어째 쏙쏙 들어맞노	0
2016020	최저시급에 각은 군악대처럼 잡고 밥은 해병대속도로 먹네미안하다	0
2024610	하긴 개좆도아닌 병신나라가 100년이 지난 뒤에도 꼬투리잡는거보면 기가차긴할듯	1
2029272	멘탈 시발 다이아몬드네 와	1
2014586	95어림도없지 ㅋ	0
2018354	제시는 처음에 지민이 하자고 해서 해주긴 했지만 달갑지 않아했고 관심도 없어 까먹었다가 놀란뜨고 나서야 팔로우한걸 알았을것 같은 느낌ㅋ	0
2015694	명치춤노래를모르는 댓글도잇던데ㅋㅋㅋ	0
2013012	222	0
2029066	아이디 부터가 좆같네 씨발새끼너한테 더 큰 고통이 오기를 기도한다 씹새야	1
2005169	자영업자 다 죽여놓고 너무 많이올렸나벼 ㅋㅋ	0
2029903	게이야 미래에는 로봇팔기술이 나올지도 모른다이기야음 로봇팔비싸려나 지금 니 팔가지고 드립치는글 캡쳐해서 나중에 용돈벌어서 사라ㅋㅋ	1
2000122	사스가 외제차지르러간다	0
2018766	지민 산이 꼬셨냐	0
2019528	아니어떡해 아맨날 먹방이 좋고 나름님이 좋다고 생각 했어요 근데갑자기 뒷광고 하어떡해 실망은 해는뎁 그래도 이렇게 사과하닌깐 괜찮네요 앞으로 해주지 말아주세요ㅠㅠ	0
2004474	16000베 예상	0
2021710	모기소리 해봤는데 웃겨 뒤질뻔ㅋㅋ	0
2030842	게이야 진짜 나지금 소름 돋았다나 예전에 심심해서 개미 존나 불태우면서 놀았거든그리고 얼마뒤 아버지 화상당해서 2년 병원에 있었다난 지금도 개미 불태운거때문에 그렇다고 생각하거든너도 이제 곤충 그만괴롭혀라	1
2024163	롯데월드 가볼까 에버랜드는 인간적으로 개씹멀어서가기싫음 ㅋㅋ	1
2010183	정말 힘내라 나쁜 생각 먹지 말고일베 갯수를 봐라 그 숫자만큼 너를 응원하는 친구들이 많다	0
2004220	대단하구만	0
2022389	사람인가	0
2006958	그겅뭐노 ㅠ뛰엄뛰엄해서그런가 ㅠㅠㅠ	0
2004156	하여간 조선 극좌파놈들 오지랍은 국제망신인듯	0
2010110	하늘도 무심하시다 이런 능력자의 재능을 앗아가다니 힘내라	0
2002075	그래도 한국여자들 인정해줘야되는건 그나마 바람끼가 낮다는거임	0
2022040	보겸 집 테러 당한거 아닐까요	0
2016215	타이미는 진정 랩하는 사람이고 지민은 그냥 키워진 아이돌로써 가사나 모든 걸 코칭 받겠지 그게 진정한 랩퍼인가 첫회때 혼자 싸이퍼 못하고 당황한 거 기억나네	0
2025283	한국년은 바람안피냐 그나마 스시녀는 밥이라도 얻어먹지	1
2029757	자살할 놈이 여따가 올리겠냐지금 필요한건 싸구려 위로나 격려가 아니라 웃음이다너도 일게이면 드립이나 생각해라오래된 생각이다	1
2014671	워크맨 이영상 지금 보니까 편집 되게 많이 바꿨다	0
2020213	연예인들 거의성격이좋지는 않은것같음 그렇다고 다른사람욕하기전에 나부터 뒤돌아보고 욕했으면	0
2021016	노란시티는 ㅇㅈ이지	0
2008298	아 성지글에 내가 빠지면 다메롱	0
2016192	크리에이터들이 지금 뒷광고 때문에 계속 사과를 하던데저는 잘 이해가 가지 않는데 무슨일이 일어 났는지 누가 알려주세여어ㅜ	0
2005433	와 고향보고 소오오름	0
2005000	저 짤 뭐임	0
2013295	초아가 일찍 탈퇴하기 잘한것 같아	0
2001368	탑 배우도 간혹 보이더라	0
2026307	맨발로 오는 양키깜둥이가 김치보지 박살내버림	1
2009032	ㄷㄷㄷ 3만베	0
2001917	조작이 충분히 가능한 특정 상태 보다는 형성되려면 긴 시간이 필요한 가풍 같은 걸 봐야지	0
2014869	1년 안에 오겠죠 빨리 오세요 보겸님	0
2025733	성산업은 앞으로 더욱 대규모로 성장함 게다가 대부분 현찰거래라 통계잡기도 ㅈㄴ힘듬	1
2007888	ㅎ ㅑ 하다하다 이젠 지 다리로 햄을 만드노	0
2023833	425 귀욥	0
2007180	실시간으로랩업하는걸보네ㅋㅋㅋ	0
2029308	아 씨발 ㅠㅠ 너 새끼 게시물 존나 좋아했었는데 이틀전에도 일베 인더스트리게이 보고싶다고 댓글 달았었는데 씨발 진짜 힘내라 개새끼야 ㅠㅠ 이 댓글 볼지 안볼지는 모르겠지만 그래도 니 기다리는놈 하나 있었다고 생각해주라	1
2020600	와서 다시 사과라도하던가 이렇게 유튜브 접는게 맞니 지멋대로네 증말로	0
2022051	보겸님 언제시작해요유튜브생활	0
2007951	아 애가 이상한도구만들었던애구나 ㅠㅠ ㅇㅂ준다	0
2014961	뭐지 이 사람 사람이긴 한건가혼자 중얼중얼이런 듣도보도 못한 천상계 남자인건가 대박입니다	0
2018229	제시 조금은 눈치깠었네지민 항상 겸손해야해라고 문자보냈다면근데 민아건은 제시도 그정도일줄은 몰랐을듯	0
2017878	저둘은 긴또깡사건이 압권이였지 안중근의사 사진보고	0
2020321	예전에 누굴째려보는 사진보며 섬뜩하다 느낀 그 아이군요 역시 느낌이 틀리지않았어	0
2014103	그만들 하죠 본인도 괴로울텐데	0
2025617	뭐하는거냐 진짜 씨발 이새키 옆에잇엇으면 덤벨로대가리깨고싶네진자	1
2030581	힘내라 게이야 진짜 바퀴벌레 ㅁㅈㅎ 시키는 글 보고 존나 꿀잼이었는데 어쩌다 저렇게 됐노ㅜㅜㅜ 인기글 1위 축하한다	1
2026237	그래서 415부정선거 바로 잡아 문재앙 민주당 좌파 세력들 몰살시키는게 중요하다는거지향후 30년간은 아예 집권도 못하게 하고 역사교과서에서 문재앙 민주당의 만행을 하나하나 다 가르쳐야 함 다시는 이런 폐수 오물 쓰레기 집단이 정치권에 얼씬도 못하게 말이지증거 보전 신청중 보여진 사전투표함 훼손 사례 삼립빵 박스 봉인지 훼손 도장 육갑질 신권처럼 빳빳하게 더민주에 찍혀있는 투표지들코드랑 거기에 담은 정보 이것도 선거법 헌법 위반사항무엇보다도 그 누구도 부정할 수 없는 수치 데이터 통계 분석 자연발생확률 0 선거부정감시 전문가 월터 미베인 교수도 415총선이 부정선거라는 결론의 논문을 5번 냄시흥 고물상에 중앙선관위에서 나온 차량이 몰래 버린것들에서 부여 사전 투표지민간인 사찰 보고서 나옴조해주 선관위는 선거인명부 제출도 안하고 매번 개구라치고 변명하고 있고 소송 진행중인데 9월에 갑자기 개표기 서버 점검 사업하고 연휴기간에 증거인멸 시도 실제 추석 연휴 첫날 시민들 몰아내고 서버 외부로 반출함김명수 사법부는 6월초에 내려야 할 수개표 결정 아직도 안 내리고 뭉개고 있고 문재앙 청와대는 415부정선거 재검표 청원 비공개 처리 코로나 방역 핑계로 집회 원천 차단415부정선거 아날로그 증거88925996670213우편 투표 조작 분석 및 폭로3118231415부정선거 관련 미국 보고서	1
2018724	지때문에 같은 팀원 3명이 직업을 잃었는데 죄책감도 없나	0
2024442	아니다 무현아 오해할수도 있지 괜찮아	1
2025286	우리 게이가 좋아하는 짤 첨부했다	1
2025615	제발 한남좀 놔줘라 씨발새끼야	1
2006200	힘내라 광광 우럭따ㅠㅠ	0
2004453	세상이 그동안 내가 알던 그 순수한 그런 세상이었으면 좋겠어	0
2024097	괴물쥐님 카이사판 칼리스타판 나온 클레드 입니다 루시안판 클레드 아닙니다 물쥐님 데티님 만나서 너무 즐겁게 게임했습니당 영상까지 올라오다니 영광이네용	0
2014556	8282 영상올려주세여 심심해여 영상안올라와서	0
2018747	지민 눈이 너무 사람한테 이런 말 하면 안되지만 인성 알고나니까 좀 보기싫을 정도다	0
2004676	도난카드 쓴 사람이 이국주 면	0
2017799	저 알바선배 허영지랑 많이 닮았네 엄청 귀엽네요	0
2029878	게이야 힘내라 네가 일베다	1
2012898	불철주야 보밍 검거에 힘써주서 ㅇㅂ	0
2024811	이근이 무슨 우파임 이근 아버지 검색 해봐라	1
2010613	일베추가한다 힘내라	0
2016375	표정이 사람죽일거 같노ㅋㅋ	0
2023346	나는 제시 반응 상상하는 댓중에 진자 빵터졌던게 이거 완죤 미췬년이눼했을 것 같다는 댓이 아직도 기억에 남앜ㅋㅋㅋ	0
2017320	이쁘다 이뻐	0
2023572	난 뒷광고 신경안씀	0
2003980	활력이 없고 우울하다	0
2002155	일뽕들은 이런거 봐도 안믿는다	0
2020516	와 알림 울 리자마자왔는데 76빠ㅜㅜ 알림 이날 배신해스무	0
2002811	왜 본거 가지고 뭐라하노 볼수도 있지	0
2005303	소설 ㅁㅈㅎ	0
2023881	감스트가 시비건다고 주먹으로 얼굴 진심으로 때릴때부터 알아봄 어떻게사람이 그렇게 쉽게때림 ㅋㅋ	0
2025870	근데 첫발 배에싸면 둘째발 ㄹㅇ질싸부터는 ㅈㄴ 적고 사정력도 약하지않냐	1
2024626	민식이 애미보지 사다꼬 뒤집힌 보지 ㅋㅋ	1
2020688	소고기사드릴게요	0
2016996	으허엉 저도 같은 중2인데 밤에 공부할때 목 아파서 만지는거 저만 그런게 아니였군 ㅋㅋ오래할땐 더 아프다는ㅋㅋㅋ 중간중간 스트레치하면서 하면 집중 더 잘돼요 잘 보고 갑니다	0
2026357	지랄맞은 애완동물 키우는년 만나지마라	1
2009260	팔천베때누르고 다시와봤는데 삼만베노 마치 원기옥 같다야 힘내	0
2012819	보밍아웃이란게 뭐냐	0
2002325	근데 해킹이 쉽지가 않다 분명 지인이나 매니저소행이다 ㅋㅋ 그리 쉬우면 유명 비제이들 아이디 다털렸지	0
2005987	118번 대주면 고소취하해준다고 쇼부봐라	0
2022248	부산홍보대사는 어짜피 해임인데 먼저 내려놓는건좀 그리구그건 아무도 관심없을듯 사과문이라고는 장황하게썻지만 뒷광고 언급은 단한마디도없고 그저 지난시절 자신에대한 한탄뿐이네 필요없는 얘기들뿐 저건 사과문이아님 진심으로 시청자들에게 미안했다면 아프리카유튜브 탈퇴하는 은퇴영상을 올렸것지	0
2018342	제시는 옳다	0
2013720	시말서가 뭐임	0
2006640	캬 만베	0
2016756	요즘 괴물쥐가 재미없긴하다	0
2005917	걱정마라 특이점이 온다	0
2010026	마츠다아아	0
2008145	앞으로는 좋은 일만 가득할거다힘내라 이기	0
2021976	법에 맞춰사는게 맞지	0
2004552	일단 탑슨	0
2018217	제시 자기 의견 말하는거 진짜 멋있다어느편 드는게 아니고 진짜 옳은거를 말하는거 멋잇다	0
2004961	그냥 군대가는게 나을수도있겠다 ㅋㅋ군대 의무병으로갔다가 1년뒤에 군대에서 의사시험보고1년뒤에 전역뒤 인턴가는게 나을수도	0
2010315	쪼끔만 더 밀어부치면 우리가 이깁니다4만베 가자	0
2008746	니땜에 로긴 했다힘내라	0
2027939	원숭이는 개뿔 소설지망생들 모인다는 그곳 믿고 거름	1
2011552	얼음처럼 차가운 이런 놈들에게 사랑받고있다니 너도 정말 대단한놈이다ㅇㅂ	0
2002130	그럼 파일 다운 받은거 있음 파일전번	0
2014793	08인 나도아는데 나 과거에서 왔나	0
2004369	본다	0
2016847	우씨	0
2029502	이런 상황에도 일베에 글 올리는 너도 참 ㅋㅋㅋ 게이야 인생은 이제부터 시작이다 힘내자 이기야 삼기야 사기야 칠전팔기야	1
2025722	이런거에서 쉰내 풀풀 나요 할배	1
2024735	시발 존나 미개하네	1
